8.154662597656250000e+03 5.299802246093750000e+03 7.685296630859375000e+02
8.150182617187500000e+03 5.299992187500000000e+03 7.292125244140625000e+02
8.158679687500000000e+03 5.299631835937500000e+03 1.617430908203125000e+03
8.155638183593750000e+03 5.299760742187500000e+03 1.761335083007812500e+03
8.150445312500000000e+03 5.299980957031250000e+03 1.507366455078125000e+03
8.156898437500000000e+03 5.299707031250000000e+03 1.594067871093750000e+03
8.150035156250000000e+03 5.299998535156250000e+03 1.633031616210937500e+03
8.155391601562500000e+03 5.299770996093750000e+03 1.123330566406250000e+03
8.155190917968750000e+03 5.299779296875000000e+03 8.727237548828125000e+02
8.156991210937500000e+03 5.299703125000000000e+03 1.119786621093750000e+03
8.150243164062500000e+03 5.299989746093750000e+03 1.177656494140625000e+03
8.153434570312500000e+03 5.299854492187500000e+03 1.316984130859375000e+03
8.155216308593750000e+03 5.299778320312500000e+03 1.726691406250000000e+03
8.162229003906250000e+03 5.299480468750000000e+03 1.928619750976562500e+03
8.151693847656250000e+03 5.299928222656250000e+03 8.218537597656250000e+02
8.151526855468750000e+03 5.299935546875000000e+03 1.765657592773437500e+03
8.150626464843750000e+03 5.299973144531250000e+03 2.686586914062500000e+02
8.153435546875000000e+03 5.299854003906250000e+03 1.598467041015625000e+03
8.153440917968750000e+03 5.299854003906250000e+03 1.616037109375000000e+03
8.152979980468750000e+03 5.299873535156250000e+03 1.294472167968750000e+03
8.151031738281250000e+03 5.299956542968750000e+03 3.408665771484375000e+02
8.152396484375000000e+03 5.299897949218750000e+03 3.788618164062500000e+02
8.154029296875000000e+03 5.299829101562500000e+03 9.495661621093750000e+02
8.159494628906250000e+03 5.299596679687500000e+03 1.956379882812500000e+03
8.152510253906250000e+03 5.299893066406250000e+03 1.693828247070312500e+03
8.151356445312500000e+03 5.299942382812500000e+03 1.442812500000000000e+03
8.158500488281250000e+03 5.299639160156250000e+03 1.908854125976562500e+03
8.142784179687500000e+03 5.299693847656250000e+03 6.824328002929687500e+02
8.142742675781250000e+03 5.299691894531250000e+03 8.019132080078125000e+02
8.145813476562500000e+03 5.299822265625000000e+03 1.457033920288085938e+01
8.148593261718750000e+03 5.299940429687500000e+03 2.996766357421875000e+02
8.147949707031250000e+03 5.299913085937500000e+03 1.643984832763671875e+02
8.144644531250000000e+03 5.299772460937500000e+03 3.293438720703125000e+02
8.138669921875000000e+03 5.299519042968750000e+03 1.144197235107421875e+02
8.139138671875000000e+03 5.299539062500000000e+03 1.984084472656250000e+02
8.141062011718750000e+03 5.299620605468750000e+03 1.472908630371093750e+02
8.145432617187500000e+03 5.299806152343750000e+03 3.661475219726562500e+02
8.148349609375000000e+03 5.299930175781250000e+03 1.111402832031250000e+03
8.145230468750000000e+03 5.299797363281250000e+03 5.253850097656250000e+02
8.147701660156250000e+03 5.299902343750000000e+03 2.314720916748046875e+02
8.149890136718750000e+03 5.299995117187500000e+03 2.782421875000000000e+02
8.149211425781250000e+03 5.299966308593750000e+03 6.129448852539062500e+02
8.149050781250000000e+03 5.299959472656250000e+03 1.786155761718750000e+03
8.149872070312500000e+03 5.299994628906250000e+03 6.307055053710937500e+02
8.147798828125000000e+03 5.299906738281250000e+03 1.290717407226562500e+03
8.145241210937500000e+03 5.299797851562500000e+03 1.079969604492187500e+03
8.147241210937500000e+03 5.299882812500000000e+03 5.861185836791992188e+01
8.149292968750000000e+03 5.299970214843750000e+03 9.347611083984375000e+02
8.147914550781250000e+03 5.299911621093750000e+03 1.483077026367187500e+03
8.142116210937500000e+03 5.299665527343750000e+03 1.301186828613281250e+02
8.149501464843750000e+03 5.299979003906250000e+03 1.651829589843750000e+03
