1.128731250000000000e+04 4.299387695312500000e+03 8.628916015625000000e+02
1.125631640625000000e+04 4.299919433593750000e+03 7.999764404296875000e+02
1.098042382812500000e+04 4.299833496093750000e+03 8.874217224121093750e+01
1.094719335937500000e+04 4.299860839843750000e+03 4.250970363616943359e+00
1.111161132812500000e+04 4.298740722656250000e+03 3.913422241210937500e+02
1.108193457031250000e+04 4.298870605468750000e+03 3.192152099609375000e+02
1.097714550781250000e+04 4.299041503906250000e+03 5.546191787719726562e+01
1.100270507812500000e+04 4.299357421875000000e+03 1.310176239013671875e+02
1.131195605468750000e+04 4.299521972656250000e+03 9.304022827148437500e+02
1.120012890625000000e+04 4.299307617187500000e+03 6.364799194335937500e+02
1.111321386718750000e+04 4.299187011718750000e+03 4.094772033691406250e+02
1.098644726562500000e+04 4.299388671875000000e+03 9.024290466308593750e+01
1.103783300781250000e+04 4.299346191406250000e+03 2.208798675537109375e+02
1.104969335937500000e+04 4.299519042968750000e+03 2.567611694335937500e+02
1.109616894531250000e+04 4.298750976562500000e+03 3.519950561523437500e+02
1.110664746093750000e+04 4.299161132812500000e+03 3.917814331054687500e+02
1.117376074218750000e+04 4.299208496093750000e+03 5.656403198242187500e+02
1.097669433593750000e+04 4.299371093750000000e+03 6.463987731933593750e+01
1.123879394531250000e+04 4.299166503906250000e+03 7.313427734375000000e+02
1.101020898437500000e+04 4.298422363281250000e+03 1.209290084838867188e+02
1.108405175781250000e+04 4.299611328125000000e+03 3.478958129882812500e+02
1.120948437500000000e+04 4.299229980468750000e+03 6.580494384765625000e+02
1.112090234375000000e+04 4.299230468750000000e+03 4.305894775390625000e+02
1.107029394531250000e+04 4.298803222656250000e+03 2.871995849609375000e+02
1.128639941406250000e+04 4.299566406250000000e+03 8.661565551757812500e+02
1.125316113281250000e+04 4.299261718750000000e+03 7.712275390625000000e+02
1.096642773437500000e+04 4.298777343750000000e+03 1.963455200195312500e+01
1.107213183593750000e+04 4.299087890625000000e+03 3.008551330566406250e+02
1.097427636718750000e+04 4.299082031250000000e+03 4.935538864135742188e+01
1.112355957031250000e+04 4.298832519531250000e+03 4.249139709472656250e+02
1.120337402343750000e+04 4.299325195312500000e+03 6.888712158203125000e+02
1.110806738281250000e+04 4.299538574218750000e+03 4.370503540039062500e+02
1.121906347656250000e+04 4.299349121093750000e+03 7.283808593750000000e+02
1.131692382812500000e+04 4.299142089843750000e+03 9.865569458007812500e+02
1.116996875000000000e+04 4.299215332031250000e+03 6.067119140625000000e+02
1.114482128906250000e+04 4.299916503906250000e+03 5.189310913085937500e+02
1.106398925781250000e+04 4.299623046875000000e+03 3.210515136718750000e+02
1.131663671875000000e+04 4.298782226562500000e+03 9.977133178710937500e+02
1.120829589843750000e+04 4.299814453125000000e+03 6.853260498046875000e+02
1.120639843750000000e+04 4.299215332031250000e+03 7.002863769531250000e+02
1.119268359375000000e+04 4.299528320312500000e+03 6.546983642578125000e+02
1.129856054687500000e+04 4.299360351562500000e+03 9.321639404296875000e+02
1.117825390625000000e+04 4.299126953125000000e+03 6.309241943359375000e+02
1.127272851562500000e+04 4.299779785156250000e+03 8.519413452148437500e+02
1.128432226562500000e+04 4.298982910156250000e+03 9.080916748046875000e+02
1.118870117187500000e+04 4.299692382812500000e+03 6.390402832031250000e+02
1.120803222656250000e+04 4.299828125000000000e+03 6.841955566406250000e+02
1.125041503906250000e+04 4.299041992187500000e+03 8.190493164062500000e+02
1.131784863281250000e+04 4.299571289062500000e+03 9.747281494140625000e+02
1.123782812500000000e+04 4.299636718750000000e+03 7.670537719726562500e+02
1.126705468750000000e+04 4.299677246093750000e+03 8.407686767578125000e+02
1.127980468750000000e+04 4.299093750000000000e+03 8.928153076171875000e+02
1.116647167968750000e+04 4.298797851562500000e+03 6.115610961914062500e+02
1.102202929687500000e+04 4.298458007812500000e+03 2.518564758300781250e+02
1.128970605468750000e+04 4.298479003906250000e+03 9.386000366210937500e+02
1.104327832031250000e+04 4.298724609375000000e+03 2.975960083007812500e+02
1.116122460937500000e+04 4.298562500000000000e+03 6.058581542968750000e+02
1.100642871093750000e+04 4.299181152343750000e+03 1.878492584228515625e+02
1.125806250000000000e+04 4.298573730468750000e+03 8.541960449218750000e+02
1.100685742187500000e+04 4.299717773437500000e+03 1.711988677978515625e+02
1.098016015625000000e+04 4.299441406250000000e+03 1.117678070068359375e+02
1.116456542968750000e+04 4.298492675781250000e+03 6.167539062500000000e+02
1.094286718750000000e+04 4.299811523437500000e+03 3.748272657394409180e+00
1.109302343750000000e+04 4.299057617187500000e+03 4.143245239257812500e+02
1.096845214843750000e+04 4.299275390625000000e+03 8.718888092041015625e+01
1.100765039062500000e+04 4.299232910156250000e+03 1.892781066894531250e+02
1.103266210937500000e+04 4.299380859375000000e+03 2.486117706298828125e+02
1.095446093750000000e+04 4.299920898437500000e+03 2.990846824645996094e+01
1.100924804687500000e+04 4.299102539062500000e+03 1.976826934814453125e+02
1.117393261718750000e+04 4.298465820312500000e+03 6.417029418945312500e+02
1.117179394531250000e+04 4.298508789062500000e+03 6.347939453125000000e+02
1.119617480468750000e+04 4.298426757812500000e+03 7.001106567382812500e+02
1.098410742187500000e+04 4.298212890625000000e+03 1.625721282958984375e+02
1.123683691406250000e+04 4.298258300781250000e+03 8.101171264648437500e+02
